chr	pos	data_HepG2_WT_v_KD	term_HepG2_WT_v_KD	p.value_HepG2_WT_v_KD	note_HepG2_WT_v_KD	p.value.BH_HepG2_WT_v_KD	delta_delrate_P101_HepG2_WT_v_KD	delta_delrate_P102_HepG2_WT_v_KD	dd_delrate_HepG2_WT_v_KD	data_HepG2_WT_v_OE	term_HepG2_WT_v_OE	p.value_HepG2_WT_v_OE	note_HepG2_WT_v_OE	p.value.BH_HepG2_WT_v_OE	delta_delrate_P4_HepG2_WT_v_OE	delta_delrate_P3_HepG2_WT_v_OE	dd_delrate_HepG2_WT_v_OE	data_293T_WT_v_KD	term_293T_WT_v_KD	p.value_293T_WT_v_KD	note_293T_WT_v_KD	p.value.BH_293T_WT_v_KD	delta_delrate_P101_293T_WT_v_KD	delta_delrate_P102_293T_WT_v_KD	dd_delrate_293T_WT_v_KD	data_293T_WT_v_OE	term_293T_WT_v_OE	p.value_293T_WT_v_OE	note_293T_WT_v_OE	p.value.BH_293T_WT_v_OE	delta_delrate_P4_293T_WT_v_OE	delta_delrate_P3_293T_WT_v_OE	dd_delrate_293T_WT_v_OE	data_Both_WT_v_KD	term_Both_WT_v_KD	p.value_Both_WT_v_KD	note_Both_WT_v_KD	p.value.BH_Both_WT_v_KD	delta_delrate_P101_Both_WT_v_KD	delta_delrate_P102_Both_WT_v_KD	dd_delrate_Both_WT_v_KD	data_Both_WT_v_OE	term_Both_WT_v_OE	p.value_Both_WT_v_OE	note_Both_WT_v_OE	p.value.BH_Both_WT_v_OE	delta_delrate_P4_Both_WT_v_OE	delta_delrate_P3_Both_WT_v_OE	dd_delrate_Both_WT_v_OE	delta_delrate	quartile
RPS13_chr11_17075706	66		glm_model_factor	0.016315995285527667		0.016315995285527667	-0.0018361478463651	0.15353574799052314	0.15537189583688824		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.035873292082657014		0.035873292082657014	0.00208582189305345	0.08224646887586236	0.0801606469828089		NA	NA	NA	NA	NA	NA	NA	0.04922347684839647	2
SHBG_chr17_7631689	65		glm_model_factor	0.018661364446246383		0.018661364446246383	0.20903243677358022	0.38775706010608196	0.17872462333250175		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03021570139426915		0.03021570139426915	0.23494300959028158	0.4446162192588611	0.2096732096685795		NA	NA	NA	NA	NA	NA	NA	0.4685248925731284	4
SMOC1_chr14_70032218	65		glm_model_factor	8.679201887862475e-17		8.679201887862475e-17	2.3846154079674043e-4	0.10188569476709573	0.101647233226299		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.974954780970482e-6		4.974954780970482e-6	0.07085823208016338	0.16703504195722968	0.0961768098770663		glm_model_factor	0.04359051850493465		0.04359051850493465	0.1867807957025011	0.3590268683708685	0.1722460726683674		glm_model_factor	1.4323100265887996e-20		1.4323100265887996e-20	0.035781737048376866	0.13458954411229837	0.0988078070639215		NA	NA	NA	NA	NA	NA	NA	0.18003874182076623	3
SNORA7B_chr3_129397263	66		glm_model_factor	2.1176171939973884e-13		2.1176171939973884e-13	-0.0032757554483750905	0.07761094363723464	0.08088669908560973		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.019914800462939832	1
TMEM33_chr4_41959134	65		glm_model_factor	3.982064319187112e-9		3.982064319187112e-9	-0.0020992938899468006	0.4896620698940245	0.4917613637839713		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0030673490477986327		0.0030673490477986327	0.3709926691058767	0.6160797938931244	0.2450871247872477		glm_model_factor	1.5598350809692237e-4		1.5598350809692237e-4	0.1274203665898629	0.4357909610987532	0.3083705945088903		NA	NA	NA	NA	NA	NA	NA	0.4113499090137496	4
TNKS1BP1_chr11_57312681	66		glm_model_factor	7.800198420917706e-16		7.800198420917706e-16	0.2351171832616978	0.42084699789302593	0.18572981463132812		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.7824656568349326e-7		1.7824656568349326e-7	0.2823719297165141	0.45536749814372113	0.17299556842720704		glm_model_factor	1.6992076205382296e-6		1.6992076205382296e-6	0.486812136871883	0.6061486674808322	0.11933653060894917		glm_model_factor	6.4620970584233125e-18		6.4620970584233125e-18	0.2583933815718758	0.437709210882444	0.17931582931056822		glm_model_factor	0.013295188978605465		0.013295188978605465	0.531757285251254	0.6259532475984816	0.0941959623472276	0.4676334713576125	4
TRAF7_chr16_2171583	65		glm_model_factor	4.0591642798866947e-22		4.0591642798866947e-22	-0.010364517439001988	0.08963876953244813	0.10000328697145013		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.448912288770219e-6		4.448912288770219e-6	0.05404810177037226	0.21952786685932077	0.16547976508894852		glm_model_factor	9.863327067304929e-22		9.863327067304929e-22	0.006978544366656287	0.0765806222310885	0.0696020778644322		glm_model_factor	1.55091942521763e-11		1.55091942521763e-11	0.03191290184035984	0.13133038162157812	0.09941747978121829	0.04441872675497202	2
UBFD1_chr16_23573342	65		glm_model_factor	5.261295683724438e-16		5.261295683724438e-16	-0.00353353378411856	0.11865690803480196	0.12219044181892053		glm_model_factor	0.0010209820826013705		0.0010209820826013705	0.044427834873179	0.27291939140298266	0.22849155652980366		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.9061022164095494e-16		2.9061022164095494e-16	0.04636848927546524	0.18106987399655722	0.13470138472109197		glm_model_factor	0.0154491535098082		0.0154491535098082	0.16747361226099985	0.33119958130525495	0.1637259690442551	0.15251230009021868	3
UPF1_chr19_18867744	65		glm_model_factor	4.5990132631244015e-7		4.5990132631244015e-7	0.0037506244940535283	0.07263627492458938	0.06888565043053585		glm_model_factor	8.655786007429923e-21		8.655786007429923e-21	0.002807333451477413	0.062345822001865295	0.05953848855038788		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.952713664389396e-6		4.952713664389396e-6	0.04673475389731439	0.12075343470615735	0.07401868080884295		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.009686221463498e-14		2.009686221463498e-14	0.029660290550726352	0.09154962835401131	0.06188933780328496	0.03984498542272561	2
USP48_chr1_21728564	66		glm_model_factor	3.3044444752524483e-4		3.3044444752524483e-4	0.1984098768006889	0.310716131919253	0.11230625511856412		glm_model_factor	4.6569763033640043e-7		4.6569763033640043e-7	-0.005470594725808216	0.30490944063080994	0.3103800353566182		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.047636311709909264		0.047636311709909264	0.2067048839448925	0.33567078575700304	0.12896590181211054		glm_model_factor	1.1279053630090377e-6		1.1279053630090377e-6	0.2841780612010336	0.4138004689742766	0.12962240777324296	0.34541005848221856	4
VTN_chr17_28367371	66		glm_model_factor	0.0025342542587385194		0.0025342542587385194	0.06069390992547643	0.18619861310550628	0.12550470318002985		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.3561475938894454e-5		4.3561475938894454e-5	0.07843194988642425	0.23659564299548747	0.1581636931090632		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.4456797228234905e-9		3.4456797228234905e-9	0.06932734511456097	0.21174235029055896	0.14241500517599798		glm_model_factor	1.0487564434373766e-8		1.0487564434373766e-8	0.24962317499908263	0.35806538957599016	0.10844221457690753	0.20899527260015277	4
ZFTA_chr11_63762387	66		glm_model_factor	9.520750549913356e-5		9.520750549913356e-5	0.16705843287309566	0.34085632865133436	0.1737978957782387		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.003827578986547028		0.003827578986547028	0.1544054356185765	0.34385955991097406	0.18945412429239755		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.16478060221563e-10		3.16478060221563e-10	0.16059371583043236	0.3423256191012951	0.18173190327086275		glm_model_factor	0.004377576804087611		0.004377576804087611	0.34124358458864507	0.39353406749114944	0.052290482902504376	0.3777457106934891	4
ZNF74_chr22_20405560	65		glm_model_factor	4.24451703601642e-5		4.24451703601642e-5	0.07893842602322153	0.31023860836567796	0.23130018234245642		glm_model_factor	7.037182024825035e-57		7.037182024825035e-57	0.05259249646819903	0.35499290280682994	0.3024004063386309		glm_model_factor	0.005098945027345567		0.005098945027345567	0.13745522408542832	0.3006409036332802	0.1631856795478519		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.855615388551809e-7		8.855615388551809e-7	0.10810960520566137	0.3052395427318884	0.19712993752622704		glm_model_factor	5.414332811246889e-25		5.414332811246889e-25	0.1606918360156453	0.39632863731723306	0.23563680130158776	0.23661985251243722	4
MSH6_chr2_47799525	65		glm_model_factor	5.904635558982114e-8		5.904635558982114e-8	0.0023375753520557176	0.15454073603882448	0.15220316068676876		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.2898319251719e-5		3.2898319251719e-5	0.0730629715705342	0.2388692709097618	0.16580629933922758		NA	NA	NA	NA	NA	NA	NA	0.2795330562095361	4
PGRMC1_chrX_119243975	65		glm_model_factor	0.04082120245644558		0.04082120245644558	-0.0019380575080873725	0.11563087651890405	0.11756893402699142		glm_model_factor	1.965289383577639e-14		1.965289383577639e-14	3.0416187091975716e-4	0.45185582237469024	0.4515516605037705		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.021262737624016693		0.021262737624016693	0.0563029303392701	0.10773993513866703	0.05143700479939693		glm_model_factor	1.749782308189745e-5		1.749782308189745e-5	0.07273065468985228	0.3311070941841185	0.2583764394942662	0.06814728844512359	2
7SK.RN7SK_chr6_52995869	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.006918714812411165		0.006918714812411165	-0.0030126479953469605	0.09920157859621624	0.1022142265915632		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0248908495005856	2
ABCD4_chr14_74286532	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	9.638585533727728e-4		9.638585533727728e-4	0.07102928264658732	0.40031033028372187	0.32928104763713456		glm_model_factor	0.016668648932911884		0.016668648932911884	0.0413828312836016	0.13059538378192176	0.08921255249832016		glm_model_factor	5.465374920059514e-4		5.465374920059514e-4	0.09859147371548839	0.3125961508866783	0.21400467717118993		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.064046584439727e-7		2.064046584439727e-7	0.08826999350761926	0.3564532405852001	0.26818324707758084	0.07253370194886627	3
AGPAT5_chr8_6758246	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.018543229649455168		0.018543229649455168	0.004880000099538535	0.14236485736485746	0.13748485726531892		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.22873428171884017	4
AMFR_chr16_56362360	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.883227057408765e-17		8.883227057408765e-17	0.03923859376345983	0.2660056433773745	0.22676704961391464		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.33084900852956856	4
ATP5MJ_chr14_103912536	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.8391177247994802e-5		1.8391177247994802e-5	7.232052633214482e-5	0.05433141000581387	0.05425908947948172		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.08878018478308458	3
BCL2L2.BCL2L2-PABPN1_chr14_23307820	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.009251699601015174		0.009251699601015174	0.18238430577087628	0.4724065830283462	0.29002227725746993		glm_model_factor	0.008756972928136295		0.008756972928136295	0.14896459710238036	0.3606153904946636	0.21165079339228327		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.3162620768283084	4
CCNT2_chr2_134955283	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.785001438016295e-5		5.785001438016295e-5	0.001660560238909846	0.19464318214665782	0.19298262190774798		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0011543883971574323		0.0011543883971574323	0.014987300864415593	0.1525188133457686	0.137531512481353		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.052142845277561e-6		3.052142845277561e-6	0.009678353929597336	0.17358099774621322	0.16390264381661587	0.008170150500373745	1
CDC25B_chr20_3803163	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	7.234363843726493e-10		7.234363843726493e-10	-0.002758452645022515	0.15508106600457527	0.15783951864959778		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.025589959249140988	2
CHD8_chr14_21428217	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0017259919395409468		0.0017259919395409468	0.05307062942179381	0.15534696065837805	0.10227633123658425		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.06380100579142807	2
CHMP3_chr2_86504704	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.3579778863769254e-5		3.3579778863769254e-5	-0.0039036779401570784	0.15932187920209928	0.16322555714225637		glm_model_factor	0.04877523869631833		0.04877523869631833	0.018503788488885977	0.09520988324360655	0.07670609475472057		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.05012569012377879	2
CRELD1_chr3_9944596	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.9842204686420727e-5		1.9842204686420727e-5	0.02457023472660322	0.17829117446714415	0.15372093974054094		glm_model_factor	6.572797729644196e-36		6.572797729644196e-36	0.03061756189366068	0.1463301895723051	0.1157126276786444		glm_model_factor	4.985272324911497e-11		4.985272324911497e-11	0.12450704192037407	0.2792384931827326	0.15473145126235852		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.9711036311616838e-5		1.9711036311616838e-5	0.07500812310154326	0.2287648338249383	0.15375671072339506	0.09376801332548582	3
DCAF7_chr17_63589825	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.8089105843478284e-6		1.8089105843478284e-6	0.059943301548402175	0.18605167761941777	0.1261083760710156		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03396859836260941		0.03396859836260941	0.05439399199915665	0.18144644702369847	0.12705245502454182		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.55356540522166e-6		2.55356540522166e-6	0.05746849064243702	0.18347530963051362	0.12600681898807659	0.036752212292654775	2
DCTN1_chr2_74369480	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.534231541082494e-4		4.534231541082494e-4	-2.2279650122339334e-4	0.08650055077983851	0.0867233472810619		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.022969961908790006	1
DUXAP9_chr14_19106902	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.1502063934955817e-4		2.1502063934955817e-4	0.08669415529095854	0.2603659889114098	0.17367183362045124		glm_model_factor	0.017833975726741995		0.017833975726741995	0.14740343571705367	0.3322219643161217	0.18481852859906805		glm_model_factor	0.003953277717543154		0.003953277717543154	0.3344379469464547	0.479336904253173	0.1448989573067183		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.3130954377556307e-4		1.3130954377556307e-4	0.23554144741967817	0.36985144658229135	0.1343099991626132	0.25035819061621795	4
EIF3F_chr11_7996052	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.018190542482409082		0.018190542482409082	-0.0023556558195083517	0.1887042584400159	0.19105991425952426		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.003511858754423664		0.003511858754423664	0.07177160453995386	0.25536174285699237	0.18359013831703852		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.009387952427136794		0.009387952427136794	0.04204898672353232	0.22203300064850412	0.1799840139249718	0.02712291141613498	2
EIF5_chr14_103342863	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.097089989191109e-8		2.097089989191109e-8	-0.003785130905232466	0.3837824860178332	0.3875676169230657		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.04051350157222948		0.04051350157222948	0.14332138799211783	0.4114965482534485	0.2681751602613307	0.1161413023396172	3
EPB41_chr1_29118914	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.7710939528721868e-4		1.7710939528721868e-4	-6.530113919838263e-4	0.07758468327330047	0.0782376946652843		glm_model_factor	0.007192858543353419		0.007192858543353419	0.03420735627792544	0.13330178586557845	0.09909442958765301		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.7427024836854914e-5		2.7427024836854914e-5	0.12096236578278266	0.19590538305915656	0.0749430172763739		glm_model_factor	0.010777199842346367		0.010777199842346367	0.03979113003759593	0.1786032868787666	0.13881215684117065	0.09384343885444238	3
FAM168B_chr2_131049504	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.04095594184723383		0.04095594184723383	0.3286423111030372	0.6040310096211338	0.27538869851809655		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	7.368952830388032e-14		7.368952830388032e-14	0.3315246039410434	0.4596517715663667	0.12812716762532333	0.33508407481233365	4
FAM20B_chr1_179054636	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03360060941079307		0.03360060941079307	-0.0048227675528289	0.07466240227434259	0.07948516982717149		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.047288539279026195		0.047288539279026195	0.0030804351220927407	0.1076913191755772	0.10461088405348445		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.182321351473283e-4		5.182321351473283e-4	-0.0011942073018611607	0.09328927622460717	0.09448348352646833	-2.1340642977355634e-4	1
FAM72D_chr1_145103018	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	9.851610640462306e-4		9.851610640462306e-4	-0.002252252252252253	0.08	0.08225225225225226		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.026167356065269296	2
FIS1_chr7_101245032	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.2164922499546564e-34		1.2164922499546564e-34	0.0189440686812441	0.21302435792101898	0.19408028923977488		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0010102092808017464		0.0010102092808017464	0.0852246470291291	0.17887360884606068	0.09364896181693158		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.144639798663079e-22		4.144639798663079e-22	0.051945756901559205	0.19594898338353983	0.14400322648198063	0.06889116790192748	2
FMR1_chrX_147925593	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0030813818890467		0.0030813818890467	-0.0083306634027201	0.09023785911902477	0.09856852252174486		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.28151585786306127	4
FSCN1_chr7_5606283	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.359981844858395e-6		2.359981844858395e-6	-0.004940961717522133	0.09870558221728583	0.10364654393480796		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.002103109015021638		0.002103109015021638	0.024030900838647465	0.11470276244466099	0.09067186160601352	0.018929556478354682	1
FUCA2_chr6_143504113	62		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.091767753586965e-6		1.091767753586965e-6	-0.011306535948227503	0.214160285577644	0.2254668215258715		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.04169082813267595		0.04169082813267595	0.006298204166924767	0.10825654882144572	0.10195834465452096	0.005991542203154565	1
GAA_chr17_80104560	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	9.874920751154291e-12		9.874920751154291e-12	0.00538881044567072	0.09199953166478897	0.08661072121911825		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	6.495510527499843e-14		6.495510527499843e-14	0.03952540815229755	0.20160697401593225	0.1620815658636347		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.4875091967946e-20		5.4875091967946e-20	0.022715631792193672	0.1468032528403606	0.12408762104816694	0.021843033068316444	1
GHITM_chr10_84141542	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	6.860298089629658e-5		6.860298089629658e-5	0.22295773347920836	0.4150314702168769	0.19207373673766856		glm_model_factor	0.001368680530137548		0.001368680530137548	0.08529854635512865	0.1862762863824592	0.10097774002733054		glm_model_factor	0.004323715419012614		0.004323715419012614	0.24292798619837228	0.4533795299742983	0.21045154377592604		glm_model_factor	2.3052666807525268e-5		2.3052666807525268e-5	0.044553706623026025	0.1038344013661149	0.05928069474308887		glm_model_factor	3.282755573092819e-5		3.282755573092819e-5	0.2325403403584493	0.4342055000955876	0.2016651597371383	0.17946251267584024	3
GPC3_chrX_133939500	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.048918035109040116		0.048918035109040116	0.0132832859365961	0.10425376789669792	0.09097048196010182		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.002018395704252333		0.002018395704252333	0.03717217288075342	0.12629969108370137	0.08912751820294795		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.3078432518348175e-4		2.3078432518348175e-4	0.025503108262873025	0.11527672949019964	0.08977362122732661	0.025380994559646628	2
GSPT1_chr16_11910693	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.976368857645694e-12		2.976368857645694e-12	-2.0215491461742343e-4	0.1448151082956906	0.14501726321030803		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.2479243822678894e-6		3.2479243822678894e-6	0.010072329421364901	0.09687536706855136	0.08680303764718646		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.2509025764189538e-17		1.2509025764189538e-17	0.004896152005082059	0.12084523768212099	0.11594908567703893	0.003207791400659523	1
GTPBP1_chr22_38728016	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.3740207217591147e-7		4.3740207217591147e-7	0.0777120992767951	0.33154994381286435	0.2538378445360693		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.40910128309259625	4
HP1BP3_chr1_20744168	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0457634548907846		0.0457634548907846	0.25879764769336827	0.9412271287407704	0.6824294810474021		glm_model_factor	0.010781058670209665		0.010781058670209665	0.11379859335926636	0.29772410654278597	0.18392551318351963		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.19287262802391567	3
IBA57_chr1_228178936	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.375341212495543e-11		1.375341212495543e-11	0.3125500346690861	0.3773034303078892	0.06475339563880311		glm_model_factor	1.4406350182409763e-7		1.4406350182409763e-7	0.10589284383830404	0.2604234298274712	0.15453058598916714		glm_model_factor	5.255548438182647e-6		5.255548438182647e-6	0.2755110455242322	0.4640450599490452	0.188534014424813		glm_model_factor	1.3954583997937008e-6		1.3954583997937008e-6	0.1334973415807775	0.21623212600062347	0.08273478441984597		glm_model_factor	1.4182025594547224e-7		1.4182025594547224e-7	0.2898481881538682	0.4206742451284672	0.13082605697459898	0.23778787868985382	4
ILRUN_chr6_34589459	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.2403624057240096e-10		1.2403624057240096e-10	-9.253238265031346e-4	0.5619019015658451	0.5628272253923482		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.008898579645737006		0.008898579645737006	0.18556648461339012	0.414830407057353	0.2292639224439629		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.457443265456224e-8		2.457443265456224e-8	0.11134376778254736	0.488366154311599	0.3770223865290517	0.13989234571343728	3
IMMT_chr2_86179518	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.8854091069351716e-4		1.8854091069351716e-4	-8.844844429845835e-4	0.18242195578029133	0.1833064402232759		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.07891450289648258	3
INTS10_chr8_19851849	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.933054311189697e-7		2.933054311189697e-7	0.12457133042053842	0.5937550825762086	0.46918375215567015		glm_model_factor	1.9862365221756274e-5		1.9862365221756274e-5	0.15290890976192337	0.30550636635257467	0.1525974565906513		glm_model_factor	0.009643598961754523		0.009643598961754523	0.3010624136802111	0.5147740011677817	0.21371158748757063		glm_model_factor	0.03479224987448246		0.03479224987448246	0.1303910809746063	0.2171709414644544	0.08677986048984809		glm_model_factor	5.1118821875671034e-8		5.1118821875671034e-8	0.22937826525008506	0.5542645418719951	0.32488627662191005	0.22476862816229534	4
KIF3B_chr20_32333997	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.5910385557921561e-9		1.5910385557921561e-9	0.0015240811412957408	0.2668404772476852	0.26531639610638946		glm_model_factor	0.0032686394784268665		0.0032686394784268665	0.030376625334541676	0.0976509798590848	0.06727435452454313		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.2671721315215027e-5		1.2671721315215027e-5	0.09739286639896765	0.2681622087104454	0.17076934231147772	0.04597686205297894	2
KIF4A_chrX_70301974	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.113512392240941e-18		4.113512392240941e-18	-0.007746877020639184	0.09192758696283386	0.09967446398347304		glm_model_factor	3.233256067936158e-8		3.233256067936158e-8	0.04512436174275937	0.14213037652233967	0.0970060147795803		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.7372781083673265e-14		1.7372781083673265e-14	0.016647835229954586	0.06711485440932466	0.050467019179370076		glm_model_factor	5.136202258566333e-9		5.136202258566333e-9	0.12237277433895781	0.1878122749420875	0.06543950060312968	0.09095904406007169	3
LARP4B_chr10_810246	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.232902129586645e-4		3.232902129586645e-4	-0.00138888888888889	0.1623059236869977	0.16369481257588658		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.1419439532830084	3
