chr	pos	avg_delrate_BS	avg_delrate_input	all_below_thresh	delta_delrate	p.value	is_equivalent	equivalence_status	site_specific_eqbound	p.adjust_diff	category
EIF4B_chr12_53041178	66	0.006043199492622491	0.007127183683012077	TRUE	-0.0010839841903895857	NA	NA	NA	NA	NA	Unmodified
EIF4G2_chr11_10797658	60	0.04309628941897403	0.0290098562415434	FALSE	0.014086433177430632	0.3255229177749734	TRUE	Equivalent	1.054803947700667	0.3255229177749734	Unmodified
EIF4G2_chr11_10799614	65	0.004894453045171817	0.002790012727586731	TRUE	0.002104440317585086	NA	NA	NA	NA	NA	Unmodified
EIF4G2_chr11_10805000	65	0.015501165714137555	0.007337052429157437	FALSE	0.008164113284980118	4.0737034348570125e-4	TRUE	Equivalent	2.107692253378152	4.0737034348570125e-4	Unmodified
EIF4G3_chr1_20853590	66	0.2702301981089622	0.002314928527712458	FALSE	0.2679152695812497	2.7855456746153195e-199	FALSE	Not equivalent	3.169318380027696	2.7855456746153195e-199	Modified
EIF4H_chr7_74189875	65	0.0025090620641647406	0.00222470901044167	TRUE	2.843530537230705e-4	NA	NA	NA	NA	NA	Unmodified
EIF5_chr14_103335732	65	0.013663353797373969	0.01517921473363561	TRUE	-0.001515860936261642	NA	NA	NA	NA	NA	Unmodified
EIF5_chr14_103342863	66	0.12327406814520671	0.007132765805589513	FALSE	0.1161413023396172	9.74540520998369e-101	FALSE	Not equivalent	2.132350185377899	9.74540520998369e-101	Modified
ELL2_chr5_95910844	66	7.669299792928847e-5	4.144917819954131e-4	TRUE	-3.3779878406612463e-4	NA	NA	NA	NA	NA	Unmodified
ELL2_chr5_95939279	66	0.0602309020899816	0.01834752070606373	FALSE	0.04188338138391787	4.2701477760553693e-13	TRUE	Equivalent	1.3673883211480358	4.2701477760553693e-13	Unmodified
ELP1_chr9_108878131	63	0.014548401334928343	0.007282415690932534	FALSE	0.007265985643995809	0.230887931490255	TRUE	Equivalent	2.1142105279896737	0.230887931490255	Unmodified
ELP1_chr9_108901465	66	0.0015030652421853517	0.0026100229768924632	TRUE	-0.0011069577347071115	NA	NA	NA	NA	NA	Unmodified
ELP2_chr18_36154965	65	0.049367595273648	0.038659910193689064	FALSE	0.010707685079958937	0.21009299069147086	TRUE	Equivalent	0.8834167611092982	0.21009299069147086	Unmodified
ELP2_chr18_36178148	65	0.36391885782061423	0.008251678575104615	FALSE	0.3556671792455096	0	FALSE	Not equivalent	2.0060875681546926	0	Modified
EMG1_chr12_6975950	65	0.0016515552397917909	0.002670669095708546	TRUE	-0.0010191138559167553	NA	NA	NA	NA	NA	Unmodified
EMILIN2_chr18_2913364	64	0.009168651824884315	0.008879077176033633	TRUE	2.895746488506823e-4	NA	NA	NA	NA	NA	Unmodified
EML4_chr2_42170578	66	0.010367927518478783	0.011710977831715314	TRUE	-0.0013430503132365306	NA	NA	NA	NA	NA	Unmodified
EML4_chr2_42329888	65	0.23609495623366167	0.006056084611444348	FALSE	0.2300388716222173	2.0919493663843263e-100	FALSE	Not equivalent	2.2769032421306137	2.0919493663843263e-100	Modified
EML4_chr2_42331068	65	0.002745445344129556	0.0015746184900413771	TRUE	0.001170826854088179	NA	NA	NA	NA	NA	Unmodified
ENO1_chr1_8861027	66	0.01313849711306985	0.010890200453629944	TRUE	0.0022482966594399058	NA	NA	NA	NA	NA	Unmodified
ENPP1_chr6_131868047	65	0.017904274750329244	0.007929709049416164	FALSE	0.00997456570091308	0.05927823466465564	TRUE	Equivalent	2.0403280894821876	0.05927823466465564	Unmodified
ENSA_chr1_150622412	66	0.010600159564434669	0.005761341464057735	TRUE	0.004838818100376934	NA	NA	NA	NA	NA	Unmodified
ENSA_chr1_150625493	66	0.021729574812368008	0.007020965544655211	FALSE	0.014708609267712797	4.864237683511704e-6	TRUE	Equivalent	2.1461837671392225	4.864237683511704e-6	Unmodified
EP400_chr12_132032038	65	0.14344576597735215	0.0036750536854219555	FALSE	0.1397707122919302	4.7025928170388816e-158	FALSE	Not equivalent	2.732868053700312	4.7025928170388816e-158	Modified
EPB41L5_chr2_120106550	65	0.017405003555971257	0.012578378828435915	FALSE	0.004826624727535343	0.686372060936552	TRUE	Equivalent	1.6564044307089332	0.686372060936552	Unmodified
EPB41_chr1_29118914	65	0.09791379243809317	0.004070353583650799	FALSE	0.09384343885444238	8.912599678785207e-97	FALSE	Not equivalent	2.6380645936840446	8.912599678785207e-97	Modified
ERBB3_chr12_56085050	66	0.0073700068232952195	0.008451515768300565	TRUE	-0.0010815089450053458	NA	NA	NA	NA	NA	Unmodified
ERH_chr14_69380270	65	0.6954745523201533	0.004058466991806077	FALSE	0.6914160853283472	3.150810933222375e-40	FALSE	Not equivalent	2.6407686601815636	3.150810933222375e-40	Modified
ERLEC1_chr2_53818002	65	0.017232408866525478	0.0038543453702236364	FALSE	0.01337806349630184	0	TRUE	Equivalent	2.6885788752194735	0	Unmodified
ESRRA_chr11_64315746	65	0.14093884877401325	0.003044328780490733	FALSE	0.1378945199935225	1.0163178470301965e-88	FALSE	Not equivalent	2.909301536939612	1.0163178470301965e-88	Modified
EWSR1_chr22_29292530	65	0.007733641377841874	0.0022507081672643115	FALSE	0.005482933210577563	0.2951898184879078	TRUE	Equivalent	3.1962205634685326	0.2951898184879078	Unmodified
F2_chr11_46719914	66	0.04253527502620292	0.03943369037838458	FALSE	0.003101584647818338	0.005920431399822636	TRUE	Equivalent	0.8723332165622932	0.005920431399822636	Unmodified
FAM118A_chr22_45332648	63	0.03601243803378687	0.030417377874029906	FALSE	0.0055950601597569635	0.05478572664153258	TRUE	Equivalent	1.0251620067890324	0.05478572664153258	Unmodified
FAM168B_chr2_131049504	66	0.3378237179391747	0.002739643126841067	FALSE	0.33508407481233365	2.770374185233841e-229	FALSE	Not equivalent	3.0089776407167417	2.770374185233841e-229	Modified
FAM169A_chr5_74779120	64	0.009585377350113791	0.003875115159440108	TRUE	0.005710262190673683	NA	NA	NA	NA	NA	Unmodified
FAM20B_chr1_179054636	65	0.0028003443990519453	0.0030137508288255017	TRUE	-2.1340642977355634e-4	NA	NA	NA	NA	NA	Unmodified
FAM72D_chr1_145103018	65	0.028702179260316856	0.002534823195047561	FALSE	0.026167356065269296	5.154555362477487e-8	FALSE	Not equivalent	3.0827794137125735	5.154555362477487e-8	Inconclusive
FANCA_chr16_89775790	66	0.011185012399001795	0.010643957005100173	TRUE	5.410553939016217e-4	NA	NA	NA	NA	NA	Unmodified
FASN_chr17_82083871	66	0.007012016485436923	0.007150092171281371	TRUE	-1.380756858444486e-4	NA	NA	NA	NA	NA	Unmodified
FASN_chr17_82087180	66	0.033504969820391584	0.031004028487725068	TRUE	0.0025009413326665154	NA	NA	NA	NA	NA	Unmodified
FAU_chr11_65120653	66	0.01723937013558776	0.022353718302103306	FALSE	-0.005114348166515546	0.038688584331334624	TRUE	Equivalent	1.2270716021037464	0.038688584331334624	Unmodified
FDFT1_chr8_11838655	65	0.08544210102491807	0.08210895102837547	FALSE	0.003333149996542606	0.9104231003834001	TRUE	Equivalent	0.5315924456566139	0.9104231003834001	Unmodified
FGD5-AS1_chr3_14945720	65	0.009655683120082928	0.001830058206268925	FALSE	0.007825624913814003	6.37839504403009e-4	TRUE	Equivalent	3.3950122766606716	6.37839504403009e-4	Unmodified
FGL1_chr8_17904319	64	0.007376996762775873	0.006437199527277291	TRUE	9.397972354985825e-4	NA	NA	NA	NA	NA	Unmodified
FGL1_chr8_17904930	66	0.0028226369766799074	0.0019196485812388265	TRUE	9.029883954410809e-4	NA	NA	NA	NA	NA	Unmodified
FGL1_chr8_17906935	64	0.005207649409329712	0.004615703289834274	TRUE	5.919461194954373e-4	NA	NA	NA	NA	NA	Unmodified
FIS1_chr7_101245032	66	0.07597976138825091	0.0070885934863234275	FALSE	0.06889116790192748	0	FALSE	Not equivalent	2.137786504342834	0	Modified
FKBP1B_chr2_24063441	65	0.0657082544496772	0.00791062787494499	FALSE	0.05779762657473222	4.0360506079387063e-56	FALSE	Not equivalent	2.0424068185917497	4.0360506079387063e-56	Modified
FKBP4_chr12_2803908	65	0.6331838175504036	0.002437042887649267	FALSE	0.6307467746627544	6.77235243530681e-199	FALSE	Not equivalent	3.120249775300208	6.77235243530681e-199	Modified
FLNB_chr3_58125590	66	0.00557041087670722	0.004293380275414676	TRUE	0.0012770306012925446	NA	NA	NA	NA	NA	Unmodified
FMR1_chrX_147925593	65	0.28419404810149246	0.0026781902384311967	FALSE	0.28151585786306127	8.379664258778071e-26	FALSE	Not equivalent	3.0304948804542926	8.379664258778071e-26	Modified
FN1_chr2_215360551	66	0.015574002850394267	0.019665813802595463	FALSE	-0.004091810952201196	0.2911708865469286	TRUE	Equivalent	1.3171775910879036	0.2911708865469286	Unmodified
FN1_chr2_215390581	66	0.002668440479689163	0.0018981456840350907	TRUE	7.702947956540725e-4	NA	NA	NA	NA	NA	Unmodified
FN1_chr2_215398288	66	0	0.0014325951825951834	TRUE	-0.0014325951825951834	NA	NA	NA	NA	NA	Unmodified
FN1_chr2_215409690	66	0.019910458470132522	0.002646683079692278	FALSE	0.017263775390440245	2.9398637812415993e-80	FALSE	Not equivalent	3.0417290221031843	2.9398637812415993e-80	Inconclusive
FN1_chr2_215414865	66	0.043257135109049535	0.0025217050999620716	FALSE	0.04073543000908746	3.7334672466370983e-44	FALSE	Not equivalent	3.0877175750422183	3.7334672466370983e-44	Inconclusive
FNBP1L_chr1_93554299	62	0.017258189557227546	0.016713099962030836	TRUE	5.4508959519671e-4	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172044080	66	0.004166666666666667	0	TRUE	0.004166666666666667	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172054790	66	0.0041210802574247855	0.0048589619361539904	TRUE	-7.378816787292049e-4	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172071214	65	0.014111403471022558	0.005650741790241028	FALSE	0.00846066168078153	0.1397219844735247	TRUE	Equivalent	2.3389010170601443	0.1397219844735247	Unmodified
FNDC3B_chr3_172073758	66	0.0011464362741445918	0.00321259996904019	TRUE	-0.0020661636948955983	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172101829	66	0.003293392767076977	0	TRUE	0.003293392767076977	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172148759	64	0.0347907556795638	0.032546861870246545	FALSE	0.002243893809317256	0.6639386760653508	TRUE	Equivalent	0.9837506849286828	0.6639386760653508	Unmodified
FNDC3B_chr3_172170193	66	0.006824916723640876	0.006760908302930495	TRUE	6.400842071038054e-5	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172214085	66	0.049466014882011716	0.00699952760106119	FALSE	0.042466487280950524	1.1833581791098609e-29	FALSE	Not equivalent	2.1488646750716467	1.1833581791098609e-29	Inconclusive
FNDC3B_chr3_172267100	64	0.010380298058228486	0.013332120501401448	TRUE	-0.0029518224431729616	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172330019	66	0.0011324037693206045	0.0012595970269292554	TRUE	-1.2719325760865083e-4	NA	NA	NA	NA	NA	Unmodified
FNDC3B_chr3_172337352	66	0.009934367268360635	0.005646680622009569	FALSE	0.004287686646351066	0.742582272211256	TRUE	Equivalent	2.339546777022608	0.742582272211256	Unmodified
FNDC3B_chr3_172363711	66	0.005301886308882907	0.005806869941471455	TRUE	-5.04983632588548e-4	NA	NA	NA	NA	NA	Unmodified
FOXRED2_chr22_36504572	66	0.0030290789334908707	0.0020851718008769145	TRUE	9.439071326139562e-4	NA	NA	NA	NA	NA	Unmodified
FREM1_chr9_14765059	66	0.006006386691028695	0.00312063290110689	TRUE	0.002885753789921805	NA	NA	NA	NA	NA	Unmodified
FREM1_chr9_14772796	64	0.012225217712028601	0.007869265637269715	TRUE	0.004355952074758886	NA	NA	NA	NA	NA	Unmodified
FREM1_chr9_14801722	66	0.017869881149258686	0.018190113658855693	TRUE	-3.202325095970071e-4	NA	NA	NA	NA	NA	Unmodified
FSCN1_chr7_5606283	65	0.026194580959542496	0.007265024481187813	FALSE	0.018929556478354682	6.341177274656548e-14	TRUE	Equivalent	2.116296914144342	6.341177274656548e-14	Unmodified
FTCD_chr21_46149953	65	0.003166208718069095	0.010323130004481117	FALSE	-0.007156921286412022	0.0460280356795215	TRUE	Equivalent	1.8171710383354212	0.0460280356795215	Unmodified
FTX_chrX_74239963	66	0.007011254084821709	0.0051584045118337985	TRUE	0.0018528495729879108	NA	NA	NA	NA	NA	Unmodified
FUCA2_chr6_143504113	62	0.09269593780210023	0.08670439559894566	FALSE	0.005991542203154565	0.03202149457414655	TRUE	Equivalent	0.5116187540444754	0.03202149457414655	Unmodified
FXR1_chr3_180976795	65	0.37223147348293184	0.008098330891043297	FALSE	0.36413314259188856	1.6603370055587944e-88	FALSE	Not equivalent	2.0222020522220796	1.6603370055587944e-88	Modified
GAA_chr17_80104560	65	0.026609751228386307	0.004766718160069864	FALSE	0.021843033068316444	3.201670341009453e-120	TRUE	Equivalent	2.49297003292605	3.201670341009453e-120	Unmodified
GCFC2_chr2_75672011	66	0.0023591246953520058	0.0019925819168300856	TRUE	3.665427785219202e-4	NA	NA	NA	NA	NA	Unmodified
GGA2_chr16_23464919	65	0.038966463334576804	0.04671768165686115	FALSE	-0.007751218322284349	1.2601375708116426e-6	TRUE	Equivalent	0.78154947320014	1.2601375708116426e-6	Unmodified
GHITM_chr10_84141542	65	0.20045066914162055	0.02098815646578031	FALSE	0.17946251267584024	0	FALSE	Not equivalent	1.270977004594605	0	Modified
GK3_chr4_165278473	66	0.002542922444051533	0.0028048608978806237	TRUE	-2.619384538290908e-4	NA	NA	NA	NA	NA	Unmodified
GLUD1_chr10_87089215	66	0.0036930755140660286	0.003145774449128107	TRUE	5.473010649379214e-4	NA	NA	NA	NA	NA	Unmodified
GLYCTK_chr3_52290479	65	0.10787407917506452	0.0028051643931920893	FALSE	0.10506891478187243	1.1684566690249103e-103	FALSE	Not equivalent	2.986588212850512	1.1684566690249103e-103	Modified
GNAI3_chr1_109592532	65	0.002166107297317241	0.0047030157949857826	TRUE	-0.0025369084976685414	NA	NA	NA	NA	NA	Unmodified
GNG7_chr19_2514817	66	0.03294910712695029	0.003241218407492847	FALSE	0.029707888719457443	3.6457800537855344e-24	FALSE	Not equivalent	2.8503480218406794	3.6457800537855344e-24	Inconclusive
GOLGA7_chr8_41510774	65	0.2638088022942027	0.0011717640374964491	FALSE	0.26263703825670626	1.347975088880802e-15	FALSE	Not equivalent	3.828032599024173	1.347975088880802e-15	Modified
GOSR1_chr17_30492728	62	0.060560911418444455	0.0528480713878523	FALSE	0.007712840030592152	0.23514297106256624	TRUE	Equivalent	0.7200659346956835	0.23514297106256624	Unmodified
GPAM_chr10_112157831	66	0.003642850951086553	0.002694052827742671	TRUE	9.487981233438818e-4	NA	NA	NA	NA	NA	Unmodified
GPAM_chr10_112160871	64	0.10025383176821859	0.08922729956556175	FALSE	0.011026532202656841	0.05026302043886132	TRUE	Equivalent	0.5013836903791942	0.05026302043886132	Unmodified
GPAM_chr10_112202834	66	0.005462915513023924	0.0030022866037843474	TRUE	0.0024606289092395767	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133725856	66	0.013003641616432198	0.013676032865124118	TRUE	-6.723912486919191e-4	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133748203	66	0.01234468505813586	0.003037905195029326	FALSE	0.009306779863106534	0.008387983084143937	TRUE	Equivalent	2.911292337178868	0.008387983084143937	Unmodified
GPC3_chrX_133806337	64	0	NA	TRUE	NA	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133810540	66	0.008000248158003268	0.011152718289307969	TRUE	-0.0031524701313047007	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133812423	65	0.029497925254514636	0.014763207598755716	FALSE	0.01473471765575892	0.003906830945890806	TRUE	Equivalent	1.5306818051142947	0.003906830945890806	Unmodified
GPC3_chrX_133821312	66	0.0011230742523529013	9.991372842357647e-4	TRUE	1.2393696811713664e-4	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133835060	66	0.00141017454235845	7.507507507507511e-4	TRUE	6.594237916076989e-4	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133848683	65	0.02731581942852159	0.025389162590063966	FALSE	0.001926656838457625	0.5428233102567254	TRUE	Equivalent	1.1410064366925248	0.5428233102567254	Unmodified
GPC3_chrX_133850152	66	0.004063894996372431	4.7778308647873847e-4	TRUE	0.0035861119098936924	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133858127	64	0.02912766835451515	0.029864302038559415	FALSE	-7.366336840442661e-4	0.28544504070547244	TRUE	Equivalent	1.0365799141440029	0.28544504070547244	Unmodified
GPC3_chrX_133866654	66	0	0	TRUE	0	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133869209	64	0.00838755310784556	0.007853977279909751	TRUE	5.335758279358081e-4	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133875309	66	0.00211320615447627	7.645259938837916e-4	TRUE	0.0013486801605924787	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133875926	66	0.004128433227819438	0.005076560051589946	TRUE	-9.481268237705081e-4	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133900422	66	0.025843254033284132	0.006337363163644988	FALSE	0.019505890869639143	4.572483131087863e-6	TRUE	Equivalent	2.236524205444627	4.572483131087863e-6	Unmodified
GPC3_chrX_133901920	66	0.02102398671620318	0.014132944323719702	FALSE	0.00689104239248348	0.10424661664305576	TRUE	Equivalent	1.564497716665573	0.10424661664305576	Unmodified
GPC3_chrX_133921106	66	0	0	TRUE	0	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133922343	66	0.004328214735320341	0.0031709426451229645	TRUE	0.001157272090197376	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133931952	66	0.01791115043944408	0.011809699296660802	FALSE	0.006101451142783277	0.33950757096347883	TRUE	Equivalent	1.7070616141724853	0.33950757096347883	Unmodified
GPC3_chrX_133935307	66	0.00235721044072049	0.003768598512835323	TRUE	-0.0014113880721148332	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133935576	66	0.014973991576883316	0.012680156837205381	TRUE	0.002293834739677935	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133939500	66	0.027396696160134053	0.0020157016004874245	FALSE	0.025380994559646628	7.156021424648632e-58	TRUE	Equivalent	3.301977907108508	7.156021424648632e-58	Unmodified
GPC3_chrX_133941265	66	0.008866035760280862	0.00913246755419664	TRUE	-2.6643179391577787e-4	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133941888	66	0.0038366901727138955	0.006512793839213707	TRUE	-0.002676103666499811	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133946027	66	1.4052838673412e-4	0.0011946167826032467	TRUE	-0.0010540883958691267	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133947476	64	0.007240049958859073	0.002300698924919091	TRUE	0.004939351033939983	NA	NA	NA	NA	NA	Unmodified
GPC3_chrX_133980366	66	0.005296566054554875	0.0027108402196997436	TRUE	0.0025857258348551317	NA	NA	NA	NA	NA	Unmodified
GSPT1_chr16_11907249	66	0.00976579481758432	0.009029830296365123	TRUE	7.359645212191967e-4	NA	NA	NA	NA	NA	Unmodified
GSPT1_chr16_11910693	66	0.006110499132957648	0.0029027077322981245	TRUE	0.003207791400659523	NA	NA	NA	NA	NA	Unmodified
GTF2F2_chr13_45283866	65	0.02720247178665457	0.021762689280902456	FALSE	0.0054397825057521144	0.7987392450675418	TRUE	Equivalent	1.2456325572090008	0.7987392450675418	Unmodified
GTF3C6_chr6_110967667	65	0.09210123568791155	0.0030986546654446544	FALSE	0.0890025810224669	6.83346228459885e-14	FALSE	Not equivalent	2.8926404554329186	6.83346228459885e-14	Modified
GTPBP1_chr22_38728016	65	0.4145698547021079	0.005468571609511624	FALSE	0.40910128309259625	0	FALSE	Not equivalent	2.3683818708813704	0	Modified
H2BC8_chr6_26216278	66	0.005473528358158019	0.009948268956779267	TRUE	-0.004474740598621248	NA	NA	NA	NA	NA	Unmodified
H3-3B_chr17_75778524	60	0.03861658363174476	0.04744067625184198	FALSE	-0.008824092620097222	0.03595893128923223	TRUE	Equivalent	0.7736817011298127	0.03595893128923223	Unmodified
HDAC6_chrX_48823353	65	0.22386582849518472	0.005093874384722725	FALSE	0.218771954110462	0	FALSE	Not equivalent	2.432562622498376	0	Modified
HDLBP_chr2_241266886	66	0.009552538227190769	0.004355573123205896	TRUE	0.005196965103984873	NA	NA	NA	NA	NA	Unmodified
HEATR1_chr1_236569094	64	0.007124008467821859	0.00801242112981781	TRUE	-8.88412661995951e-4	NA	NA	NA	NA	NA	Unmodified
HELZ_chr17_67087031	66	0.0061012768311798585	0.005013803818867601	TRUE	0.0010874730123122574	NA	NA	NA	NA	NA	Unmodified
HEXA_chr15_72344047	66	0.06986863262199926	0.004338759987196881	FALSE	0.06552987263480238	7.454321076597354e-157	FALSE	Not equivalent	2.579171865744357	7.454321076597354e-157	Modified
HGD_chr3_120679164	66	0.0066762131657204645	0.0015487375220199647	FALSE	0.0051274756437005	2.659027166651933e-4	TRUE	Equivalent	3.55646255934159	2.659027166651933e-4	Unmodified
HISLA_chr14_88093841	64	0.012104311935562124	0.005700725150017429	TRUE	0.006403586785544695	NA	NA	NA	NA	NA	Unmodified
HMGA2_chr12_65845034	66	0.010832504725268234	0.0034300103718514162	TRUE	0.007402494353416817	NA	NA	NA	NA	NA	Unmodified
HMGCR_chr5_75351199	66	0.0015596591244001609	0.003773534423705222	TRUE	-0.0022138752993050613	NA	NA	NA	NA	NA	Unmodified
HMGCS1_chr5_43290743	66	0.007782970426491478	0.001	TRUE	0.006782970426491478	NA	NA	NA	NA	NA	Unmodified
HMGCS1_chr5_43298783	66	0.007128255228303781	0.006212918712597968	TRUE	9.153365157058132e-4	NA	NA	NA	NA	NA	Unmodified
HMGCS1_chr5_43306236	66	0.0064481733530717626	0.006052791324617367	TRUE	3.9538202845439564e-4	NA	NA	NA	NA	NA	Unmodified
HMGCS1_chr5_43310767	66	0.0035261129328066462	6.357869139274467e-4	TRUE	0.0028903260188791998	NA	NA	NA	NA	NA	Unmodified
HNMT_chr2_137972002	66	0.0020884125895949063	0.005484299929817423	TRUE	-0.003395887340222517	NA	NA	NA	NA	NA	Unmodified
HNMT_chr2_137984704	66	0.005574342616298458	0.0036104322756246744	TRUE	0.0019639103406737836	NA	NA	NA	NA	NA	Unmodified
HNRNPA2B1_chr7_26191858	66	0	0	TRUE	0	NA	NA	NA	NA	NA	Unmodified
HNRNPA3_chr2_177220178	63	0.005204954278012641	0.023926767676767678	FALSE	-0.018721813398755036	0.09798442621941532	FALSE	Not equivalent	1.1806614591301225	0.09798442621941532	Inconclusive
HNRNPC_chr14_21211878	66	0.0038558647739117217	0.006865932243936959	TRUE	-0.0030100674700252374	NA	NA	NA	NA	NA	Unmodified
HNRNPC_chr14_21213064	66	0.004044698651778674	0.005525313416818939	TRUE	-0.0014806147650402654	NA	NA	NA	NA	NA	Unmodified
HNRNPC_chr14_21234227	64	0.011444138069794845	0.0019289444346652616	TRUE	0.009515193635129583	NA	NA	NA	NA	NA	Unmodified
HNRNPC_chr14_21247208	66	0.005044048215175753	0.005730374854242784	TRUE	-6.863266390670312e-4	NA	NA	NA	NA	NA	Unmodified
HNRNPC_chr14_21265313	66	0.007010540734318544	0.004965951881743336	TRUE	0.0020445888525752083	NA	NA	NA	NA	NA	Unmodified
HNRNPH1_chr5_179614233	63	NA	0.025	TRUE	NA	NA	NA	NA	NA	NA	Unmodified
HNRNPH1_chr5_179614453	66	0.0113558743169399	0	TRUE	0.0113558743169399	NA	NA	NA	NA	NA	Unmodified
HNRNPH1_chr5_179614590	66	0.0019277856411864228	0.001861616172118586	TRUE	6.616946906783669e-5	NA	NA	NA	NA	NA	Unmodified
HNRNPH1_chr5_179619833	66	0.015151515151515159	0	TRUE	0.015151515151515159	NA	NA	NA	NA	NA	Unmodified
HP1BP3_chr1_20744168	66	0.19811738714374197	0.005244759119826305	FALSE	0.19287262802391567	1.6207569140550327e-54	FALSE	Not equivalent	2.4061149914682884	1.6207569140550327e-54	Modified
HPRT1_chrX_134498641	65	0.020256217660472687	0.00488415622114683	FALSE	0.015372061439325856	0.016571151333158018	TRUE	Equivalent	2.4707798216939065	0.016571151333158018	Unmodified
HSD17B4_chr5_119525932	66	0.0036737804878048752	0.00277777777777778	TRUE	8.960027100270952e-4	NA	NA	NA	NA	NA	Unmodified
HSP90AA1_chr14_102083797	66	0.0014367816091954	0	TRUE	0.0014367816091954	NA	NA	NA	NA	NA	Unmodified
HSP90AB1_chr6_44253636	66	0.011824746419269687	0.014196292270346331	TRUE	-0.002371545851076644	NA	NA	NA	NA	NA	Unmodified
HSP90B1_chr12_103942601	65	0.20254440421286773	0.20825200155403822	FALSE	-0.0057075973411704894	0.05456328505541236	TRUE	Equivalent	0.2804205627732428	0.05456328505541236	Unmodified
HSPA4_chr5_133088487	65	0.03283690264009571	0.02717622776244797	FALSE	0.005660674877647737	0.5044042353274145	TRUE	Equivalent	1.0965135281162808	0.5044042353274145	Unmodified
HSPA9_chr5_138555846	66	0.00220194361353732	0.0026698378823570147	TRUE	-4.6789426881969475e-4	NA	NA	NA	NA	NA	Unmodified
HSPD1P1_chr5_21883259	66	0.0054945054945055	0	TRUE	0.0054945054945055	NA	NA	NA	NA	NA	Unmodified
HSPD1_chr2_197494520	66	0.0016041922462703931	0.009754406813230344	TRUE	-0.00815021456695995	NA	NA	NA	NA	NA	Unmodified
IARS1_chr9_92263051	63	0.014990456223233379	0.012998491192599703	FALSE	0.001991965030633676	0.5553807961162377	TRUE	Equivalent	1.6302641637849038	0.5553807961162377	Unmodified
IARS1_chr9_92288286	66	0.019218310763788257	0.013495195966164416	FALSE	0.005723114797623842	0.066897816877088	TRUE	Equivalent	1.6006440247866935	0.066897816877088	Unmodified
IBA57_chr1_228178936	65	0.25026543640185456	0.012477557712000738	FALSE	0.23778787868985382	0	FALSE	Not equivalent	1.662834294900474	0	Modified
IDH1_chr2_208246339	66	0.004575725226591706	0.005202195710266424	TRUE	-6.264704836747188e-4	NA	NA	NA	NA	NA	Unmodified
IDH3A_chr15_78169241	65	0.05258776928512261	0.04911835360169354	FALSE	0.0034694156834290737	0.35716735382139286	TRUE	Equivalent	0.7560975737664273	0.35716735382139286	Unmodified
IER3_chr6_30743209	64	0.010862356261889576	0.011532570483152468	TRUE	-6.702142212628923e-4	NA	NA	NA	NA	NA	Unmodified
IFI30_chr19_18177968	65	0.15566073053498986	0.14198040026340167	FALSE	0.013680330271588187	0.11111911267736418	TRUE	Equivalent	0.3617448905111891	0.11111911267736418	Unmodified
IGBP1_chrX_70134663	65	0.0019210466146068893	0.0020114043904790814	TRUE	-9.035777587219213e-5	NA	NA	NA	NA	NA	Unmodified
IGF2BP1_chr17_49043468	65	0.19248675271079424	0.018332305549870986	FALSE	0.17415444716092326	0	FALSE	Not equivalent	1.36799446985493	0	Modified
IGF2R_chr6_160073888	66	0.004223051877067901	0.00480241909696839	TRUE	-5.793672199004892e-4	NA	NA	NA	NA	NA	Unmodified
ILF3_chr19_10689557	65	0.027665667918543933	0.025859941068144314	TRUE	0.0018057268503996193	NA	NA	NA	NA	NA	Unmodified
ILRUN_chr6_34589459	66	0.14724620693027565	0.007353861216838366	FALSE	0.13989234571343728	6.828913883204926e-36	FALSE	Not equivalent	2.1056979407481795	6.828913883204926e-36	Modified
IMMT_chr2_86179518	66	0.08622380001766723	0.007309297121184645	FALSE	0.07891450289648258	1.3282390942365296e-36	FALSE	Not equivalent	2.1109966498327464	1.3282390942365296e-36	Modified
