chr	pos	category	avg_delrate_BS	avg_delrate_input	delta_delrate	p.adjust_diff	equivalence_status	site_specific_eqbound
TRAF7_chr16_2171583	65	Modified	0.16416166106568567	0.0034002855399352934	0.16076137552575037	1.785207475545387e-35	Not equivalent	2.8054295662209583
RECQL_chr12_21501357	66	Modified	0.16981349388313702	0.009874965264814543	0.15993852861832247	9.326970737466208e-79	Not equivalent	1.8540740330807695
7SK.RN7SK_chr6_52995869	65	Modified	0.1630029743396917	0.006201358053209907	0.1568016162864818	1.1715500466617706e-20	Not equivalent	2.255794384621047
TF_chr3_133765202	66	Modified	0.17028399191667834	0.015288126138950746	0.1549958657777276	7.431796591229797e-25	Not equivalent	1.5038444854873303
MDM2_chr12_68840038	66	Modified	0.15651388065181165	0.007080992509363297	0.14943288814244834	1.632571395689986e-7	Not equivalent	2.138725804132447
SPTBN1_chr2_54668702	66	Modified	0.1439085144927535	0	0.1439085144927535	6.255425102011934e-4	Equivalent	17.778826856779972
SYNCRIP_chr6_85611818	62	Modified	0.333245539392466	0.19429604024802666	0.13894949914443933	0.0025073985364554964	Not equivalent	0.2930644605558932
ENSA_chr1_150622412	66	Modified	0.155729608485988	0.0190890604383133	0.1366405480476747	4.062921109984256e-11	Not equivalent	1.3385990426969028
RBM39_chr20_35739636	64	Modified	0.158784613411036	0.0231213685964374	0.1356632448145986	9.83375377401406e-14	Not equivalent	1.2039031944514123
SON_chr21_33552950	63	Modified	0.16615864527629234	0.0305724642198898	0.13558618105640255	4.19627449043558e-17	Not equivalent	1.0220117097370882
SOX5_chr12_23640275	66	Modified	0.135965576418332	0.0040753277629276795	0.13189024865540433	9.840662380912427e-14	Not equivalent	2.636935543222953
EIF4A2_chr3_186788974	66	Modified	0.15586550934673968	0.026213757843150835	0.12965175150358885	4.0632105382072135e-12	Not equivalent	1.119968724485945
GCFC2_chr2_75672011	66	Modified	0.13724334413989567	0.008885464817668214	0.12835787932222745	1.9127335748226536e-6	Not equivalent	1.9429427621808317
SLC25A36_chr3_140963885	63	Modified	0.1481865980917215	0.020765957446808498	0.12742064064491299	5.000742322118923e-18	Not equivalent	1.2784731135365974
MAP4K4_chr2_101724679	66	Modified	0.13791943486670596	0.011091124333133468	0.1268283105335725	1.442655246012236e-8	Not equivalent	1.7581051712437583
AFMID_chr17_78197143	66	Modified	0.12589222914505033	0.0023889592150745233	0.1235032699299758	3.558040973863697e-14	Not equivalent	3.139257409011949
NOMO1_chr16_14871618	66	Modified	0.1274973838948961	0.00431842975598608	0.12317895413891002	1.0870178573489828e-20	Not equivalent	2.5834933137693397
H3-3B_chr17_75778524	60	Modified	0.2200205867215645	0.0993424571338683	0.12067812958769619	0.0011924681877475008	Not equivalent	0.46478446427896647
PTP4A1_chr6_63574083	66	Modified	0.13735842701359935	0.018281160417383334	0.11907726659621601	1.3656711739000076e-28	Not equivalent	1.3700367069725172
GPAM_chr10_112157831	66	Modified	0.1195507832762733	0.0040091638029782365	0.11554161947329507	8.405495048607814e-8	Not equivalent	2.652076215411337
MT-RNR1_chrMT_946	66	Modified	0.176247282910499	0.0628931999899742	0.11335408292052479	1.8110952846715916e-10	Not equivalent	0.6398360649742472
CBR1_chr21_36072656	65	Modified	0.11886114320131894	0.006632159459619916	0.11222898374169903	0	Not equivalent	2.196291298316912
AGRN_chr1_1051519	65	Modified	0.14131025515350976	0.029204310283308367	0.1121059448702014	1.863137658030382e-31	Not equivalent	1.050592266822632
MCM5_chr22_35424407	65	Modified	0.11536476219053668	0.0053048538835005835	0.1100599083070361	2.7800067415872387e-27	Not equivalent	2.39581247547254
PRKDC_chr8_47863519	66	Modified	0.12053239634761366	0.010576351752822333	0.10995604459479133	3.6681245791174166e-7	Not equivalent	1.7971400927804035
HDAC6_chrX_48823353	65	Modified	0.1106039855600342	0.005877441152274797	0.1047265444077594	1.346940201745554e-15	Not equivalent	2.303643763186305
ABCC2_chr10_99842039	66	Modified	0.1090162623300454	0.004571859108681783	0.10444440322136361	2.208027476821315e-16	Not equivalent	2.5311334725371344
KNTC1_chr12_122551455	66	Modified	0.111629881154499	0.011348831985624443	0.10028104916887455	3.918211144103906e-6	Not equivalent	1.7393589430246545
HMGCS1_chr5_43306236	66	Modified	0.1104833647206528	0.011225180505415168	0.09925818421523763	1.1429235239626269e-6	Not equivalent	1.7482900159579189
CHKA_chr11_68091500	63	Modified	0.13253161850596762	0.03571500958341167	0.09681660892255595	4.195243574700339e-12	Not equivalent	0.9287014698995231
GPAM_chr10_112202834	66	Modified	0.10674431665567853	0.010849777241082766	0.09589453941459576	1.970572964419857e-12	Not equivalent	1.776134375264427
IDH1_chr2_208246339	66	Modified	0.10090924421868487	0.00515839916261878	0.0957508450560661	2.6254366558704513e-15	Not equivalent	2.4211489733046023
NOMO2_chr16_18524555	66	Modified	0.09717172467780884	0.0025679955450869036	0.09460372913272193	1.5094313331999644e-27	Not equivalent	3.070410643010286
MBNL1_chr3_152300250	66	Modified	0.11702245338608984	0.022473756426907833	0.094548696959182	4.9190967548835334e-11	Not equivalent	1.2233803186845442
CSE1L_chr20_49072349	66	Modified	0.10191379730293633	0.008311325151468067	0.09360247215146826	8.305168215810563e-19	Not equivalent	1.9999117661470915
MT-TL1_chrMT_3258	66	Modified	0.09540123456790134	0.0025697598961713164	0.09283147467173002	4.469728962944177e-12	Not equivalent	3.0697574811356
NF2_chr22_29603684	65	Modified	0.13192933608383778	0.04097011144883485	0.09095922463500293	3.008403451729036e-4	Not equivalent	0.851232461578741
TGIF2.TGIF2-RAB5IF_chr20_36593664	65	Modified	0.09927818649554133	0.01038585941513881	0.08889232708040253	1.2836018410174272e-32	Not equivalent	1.8121555604718376
RNF216P1.RBAK-RBAKDN_chr7_4997057	65	Modified	0.09298378306832471	0.007463090627094543	0.08552069244123016	4.6110603545526855e-40	Not equivalent	2.092862338423449
CHDH_chr3_53817683	66	Modified	0.09178971377613157	0.006350683751710973	0.0854390300244206	1.357692586490451e-16	Not equivalent	2.2346616236347505
PTPRA_chr20_3021373	65	Modified	0.09514429116676167	0.009761846921171326	0.08538244424559034	0	Not equivalent	1.8636981050900392
EIF3A_chr10_119065478	66	Modified	0.08522987443213084	0.0019580909286791635	0.08327178350345169	2.428299698462166e-24	Not equivalent	3.3298640266825634
ACTL6A_chr3_179587991	65	Modified	0.12282692794372423	0.04130190796857463	0.0815250199751496	5.849135166624771e-7	Not equivalent	0.846826291378048
HMGA2_chr12_65845034	66	Modified	0.08394256614527656	0.002545205866733907	0.08139736027854266	5.219094121650283e-14	Not equivalent	3.078889929261459
LARP4B_chr10_810246	66	Modified	0.08355575008081367	0.002389486260454003	0.08116626382035967	2.08076960589918e-7	Not equivalent	3.1390469042546374
IMMT_chr2_86179518	66	Modified	0.0901679524268724	0.009335830674320197	0.0808321217525522	5.982408869593858e-7	Not equivalent	1.9011430002092196
HDLBP_chr2_241266886	66	Modified	0.08923436769062854	0.0087673664265803	0.08046700126404824	1.3456596546589773e-9	Not equivalent	1.9543091647556108
FNDC3B_chr3_172054790	66	Modified	0.08953169238521173	0.010485349091695479	0.07904634329351626	9.56574594589614e-21	Not equivalent	1.8042733719543733
SMLR1_chr6_130835990	66	Modified	0.0966341376487893	0.01918933447061072	0.07744480317817858	1.7779198457712144e-9	Not equivalent	1.334815645853749
INSIG2_chr2_118103902	64	Modified	0.08720118835840027	0.012307828632257453	0.07489335972614282	4.658738719414744e-5	Not equivalent	1.6738009061741774
M6PR_chr12_8941306	65	Modified	0.0786236996591902	0.0037596041218388335	0.07486409553735136	1.296305370466796e-19	Not equivalent	2.7117006020202794
ALB_chr4_73413373	66	Modified	0.072618438472097	0	0.072618438472097	3.701084189694066e-5	Equivalent	17.778826856779972
MDM2_chr12_68809205	66	Modified	0.0693494569275276	0.002183787561146053	0.06716566936638155	1.3230959953007893e-6	Not equivalent	3.2251195696689425
RPS6KA3_chrX_20262341	66	Modified	0.072522742295757	0.007952340264773027	0.06457040203098398	5.260690228748823e-8	Not equivalent	2.037869977625942
GPC3_chrX_133858127	64	Modified	0.12898644088061395	0.06492325811755356	0.06406318276306039	7.270449915128146e-8	Not equivalent	0.6260129044082707
RPS6KA3_chrX_20263269	64	Modified	0.07455874101947453	0.011016919547764084	0.06354182147171045	1.1841970031346583e-24	Not equivalent	1.76359872695688
FLNB_chr3_58125590	66	Modified	0.06809077556188113	0.005955467904417063	0.06213530765746407	3.569561658165897e-23	Not equivalent	2.29185505299143
TGFBR2_chr3_30611493	66	Modified	0.0612865497076023	0.00111111111111111	0.06017543859649119	1.6315922136844179e-6	Not equivalent	3.879993237172146
SPCS3_chr4_176328690	65	Modified	0.06500104948312957	0.0049674291868633735	0.060033620296266195	4.019129300579296e-9	Not equivalent	2.4553944508964625
CCNL2_chr1_1386833	62	Modified	0.10526388177077434	0.046301937503486434	0.0589619442672879	2.0545479236351022e-7	Not equivalent	0.7861564531919774
CEP170B_chr14_104895759	65	Modified	0.060663126071562636	0.0030097817908201663	0.057653344280742466	1.7010188866227117e-6	Not equivalent	2.920061072021852
BCLAF1_chr6_136260235	66	Modified	0.0788840546786561	0.025656203288490283	0.053227851390165816	4.946369980120127e-5	Not equivalent	1.1340941893332537
ABCA1_chr9_104822263	66	Modified	0.0606791935584362	0.00804451868281655	0.05263467487561965	6.462387499562914e-6	Not equivalent	2.027939543939272
HNRNPC_chr14_21213064	66	Modified	0.055439310451737965	0.00284460906610885	0.05259470138562911	1.7072603071109898e-13	Not equivalent	2.973373504435379
